id,original_title,original_language,genre,overview,popularity,vote_count,vote_average,release_date
619,The Bodyguard,en,"Action, Drama, Romance","A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",4.5708,3128,6.703,1992-11-25
814338,Lady Chatterley's Lover,en,"Drama, Romance","After a crippling injury leaves her husband impotent, Lady Chatterly is torn between her love for her husband and her physical desires. With her husband's consent, she seeks out other means of fulfilling her needs.",2.7249,486,6.702,2022-11-22
7191,Cloverfield,en,"Action, Thriller, Science Fiction","Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",4.4228,7536,6.702,2008-01-15
811592,One Shot,en,"Action, Thriller","An elite squad of Navy SEALs, on a covert mission to transport a prisoner off a CIA black site island prison, are trapped when insurgents attack while trying to rescue the same prisoner.",1.9596,898,6.7,2021-11-05
276843,What We Did on Our Holiday,en,Comedy,"Doug and Abi  and their three children travel to the Scottish Highlands for Doug's father Gordie's birthday party. It's soon clear that when it comes to keeping a secret under wraps from the rest of the family, their children are their biggest liability...",0.8615,551,6.701,2014-09-26
62630,The Devil's Double,en,"Drama, Action, Thriller, Crime, War",A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.,3.9619,583,6.701,2011-02-11
2675,Signs,en,"Drama, Thriller, Science Fiction, Mystery",A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,5.3687,6028,6.701,2002-08-02
1498,Teenage Mutant Ninja Turtles,en,"Science Fiction, Action, Adventure, Comedy, Family","A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",5.799,1894,6.701,1990-03-30
338958,Disenchanted,en,"Comedy, Family, Fantasy","Disillusioned with life in the city, feeling out of place in suburbia, and frustrated that her happily ever after hasn’t been so easy to find, Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy, she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.",2.6705,1147,6.7,2022-11-18
174733,Метро,ru,"Action, Thriller","Terror strikes the underground train system in Moscow in the form of a flood from a collapsed tunnel. The film follows a diverse group of Moscow citizens who find themselves trapped in the city’s underground rail network, their train derailed and virtually crushed after an aging tunnel collapses. Amongst this band of survivors is softly spoken surgeon Andrey (Sergei Puskepalis), whose wife is having an affair with the conceited businessman Vlad (Anatoly Beliy). Fate brings these two men together on the same doomed train, but there is little time to resolve their differences, as the tunnel begins to quickly fill with water, forcing them to work together with the others and find a way back to the surface.",3.8897,362,6.7,2013-02-21
135397,Jurassic World,en,"Action, Adventure, Science Fiction, Thriller","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",10.1702,21156,6.7,2015-06-06
43645,Il piccolo diavolo,it,"Comedy, Fantasy","Father Maurice, a priest living in a residential college for priests in Rome, is called out one day to ""exorcise"" the devil from someone. The devil turns out to be in the form of a fun-loving man called Giuditta. What Father Maurice doesn't know is that this type of devil will turn his life around.",2.8366,426,6.7,1988-07-01
13763,Purple Rain,en,"Drama, Music, Romance","A victim of his own anger, the Kid is a Minneapolis musician on the rise with his band, the Revolution, escaping a tumultuous home life through music. While trying to avoid making the same mistakes as his truculent father, the Kid navigates the club scene and a rocky relationship with a captivating singer, Apollonia. But another musician, Morris, looks to steal the Kid's spotlight -- and his girl.",1.2415,400,6.7,1984-07-27
11780,Rob Roy,en,"Adventure, History, Drama, Action, War","In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",1.828,686,6.7,1995-04-13
10660,It Could Happen to You,en,"Comedy, Drama, Romance","Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",2.9209,877,6.7,1994-07-16
2925,The First Wives Club,en,Comedy,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",4.6176,794,6.7,1996-09-20
663712,Terrifier 2,en,"Horror, Thriller","A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",6.9891,2387,6.699,2022-10-06
489430,Aterrados,es,Horror,Police commissioner Funes and three researchers of supernatural phenomena investigate inexplicable events that are occurring in the suburbs of Buenos Aires.,3.4595,761,6.699,2018-05-03
36897,ポケットモンスター ミュウツー! 我ハココニ在リ MEWTWO SAGA,ja,"Animation, Family, Action, Adventure, Drama, Fantasy","The Team Rocket leader, Giovanni, has found Mewtwo in a remote area of the Johto region. As Giovanni tries to re-capture Mewtwo, Ash and his friends are kidnapped by Domino, a new Team Rocket member, while trying to rescue Pikachu from Jessie and James. The Clone Pokemon are also captured and are then used as bait for Mewtwo. The situation then becomes a battle between the wills of Mewtwo and Giovanni; and Mewtwo also tries to discover if it and the clones have a purpose in life, even though they are products of science.",4.8513,418,6.699,2001-08-17
27431,Il gatto a nove code,it,"Horror, Mystery, Thriller",A newsman works with a blind puzzle-solver to uncover a deadly conspiracy linked to a genetic research facility.,1.1136,440,6.7,1971-02-12
22798,Whip It,en,Drama,"In Bodeen, Texas, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",1.3034,1096,6.699,2009-04-09
16367,Kinky Boots,en,"Comedy, Drama, Music","Charles Price may have grown up with his father in the family shoe business in Northampton, central England, but he never thought that he would take his father's place. Charles has a chance encounter with the flamboyant drag queen cabaret singer Lola and everything changes.",1.8578,351,6.7,2005-08-30
11558,Silver Streak,en,"Comedy, Crime, Romance, Thriller, Action","A somewhat daffy book editor on a rail trip from Los Angeles to Chicago thinks that he sees a murdered man thrown from the train. When he can find no one who will believe him, he starts doing some investigating of his own. But all that accomplishes is to get the killer after him.",1.471,352,6.699,1976-12-03
9297,Monster House,en,"Animation, Comedy, Family, Fantasy","Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",5.8711,4211,6.699,2006-06-30
760747,I onde dager,no,"Comedy, Horror","A dysfunctional couple head to a remote lakeside cabin under the guise of reconnecting, but each has secret designs to kill the other. Before they can carry out their respective plans, unexpected visitors arrive and the couple is faced with a greater danger than anything they could have plotted.",2.7137,617,6.698,2021-07-30
451925,Time Freak,en,"Science Fiction, Comedy, Romance","Stillman, a heartbroken physics student, builds a time machine when his girlfriend breaks up with him. Going back in time, he attempts to save their relationship by fixing every mistake he made—while dragging his best friend along in the process.",3.2132,474,6.698,2018-11-09
